text,label
韓国 ディズニー 転売 者 抱き合わせ で ディズニー 割引 も 大量 に 出品 出品 数多い 連続 短時間 、 出品 メルカリ は 利益 重視 な んで 通報 無視 する 詐欺 犯罪 # 通報 拡散 # ディズニー 好きな人 と 繋がり たい フリマアプリ 「 メルカリ 」 で 同封 は … < URL >,0
usj も ピューロランド も よみうりランド も ハロウィン だ から と ホラーテイスト に する から 私 は ますます ディズニー 以外 の 遊園地 に 行く 気 が なくなる 。 ホラー は 苦手 な ん だ よ … ホラー は 夏 でしょ う よ …,1
友達の誕生日プレゼントで、ピューロランドのチケットとＪＩＬＬのリップあげるって言ったら｢高校生なのに金銭感覚やばくない？｣って言われたけど、ゆーて６ｋだよね、、、そんなに高いかな、,0
クリスマス 年末 ディズニー とか 人 だらけ だ よ ね … ?? (?? ?????)?? ?? ホテル から シンデレラ城 眺め て 終わり で いい やっ て なら ない … ? なら ない か …,0
"ハワイアンズの高い窓から陽がメンバー立つステージに差し込んでたんだ、レンブラント光線みたいに。
その陽がちゆりちゃんの顔に差した瞬間、手をかざすこともなく、ただ目をギュッとつむり、夕陽受けとめる彼女のその仕草、とても綺麗で神々しかった。好きだ",1
おい 、 言っ とく が な グレイブス 。 俺 に は お前 さん を 接待 し てる 暇 なんか ない ん だ 。 弟 の 一大事 だ から な 。 TDL も USJ も 日光江戸村 も 、 国 に 帰っ て から 彼氏 と 行け 。 に ゃんまげとは 写真 を 撮れ 、 いい な ? 家族 第 一 主義 の アメリカ人 なら 頷ける だろ う,1
≫ ハウステンボス 「 変なホテル 」 に 無人 コンビニ が オープンー 顔 登録 で 入店 、 キャッシュレス で ー CNET Japan < URL > ちょっと ちがう か 。,0
# ユニバト 結果 報告 今日 は 相手 が 強 すぎ ます た ( 汗 ) 明日 から 本気 出 s ( 殴 対戦 し て 頂い た 皆様 ありがとう ござい まし た 眠い ので ね ま ー す < URL >,0
ディズニー映画 『 リトルマーメイド 』 の 悪役 ウースラ の ちょっと 太っ た 男 バージョン < URL >,0
今朝 、 自宅 近く で スマホ を 拾っ た 。 ピューロランド で チケット と カチューシャ を 拾っ た 。 帰り 、 Suica を 拾っ た 。 全部 交番 及び 店員 さん に 渡し まし た が 、 拾い物 多く ね 。 でも 私 は 新宿駅 で 迷子 、 、 、 、 。,0
ウォルト・ディズニー さん の 「 現状維持 で は 、 後退 する ばかり 」 って 言葉 の 通り 、 ホント 目標 は 高い 方 が いい 。 独立 したて の 頃 は 、 ブログ で 50万円 くらい 稼げ たら いい な ? と 思っ て て 、 それ だ と ソコソコ の 結果 に しか なら なかっ た 。 その後 、 もっと 目標 高く し たら 売上 伸び て いっ た ので 、 やはり 上 見る の 大事,1
昨日 は 大好き な お 友達 と 4人 で 久しぶり の 女子会 でし た ( ^ω^ ) 今回 は マンダリン の 地中海 ランチビッフェ 。 積もり 積もっ た お喋り で 楽しい 時間 は あっという間 … 既に 次回 が 待ち遠しい ? # マンダリンオリエンタル東京 # ランチビッフェ … < URL >,0
"のんちゃんとなずちゃんと勉強 ？

今日もいっぱい笑った 、
みんなアホやけどわりと勉強頑張った
勉強教えてくれてありがとう ？？
３人でユニバ行こうな ？
のんちゃん きくらぶやな  ＜ＵＲＬ＞",1
咲間夜空の質問箱です最近回答した質問→「ディズニー・ランド(シー)は好きですか?」<URL>,0
誕生日 来 た (*^ ー ^*) 今日 ユニバ 行く つもり だっ た けど 雨 か よ ついて ない わ しかも 風邪 気味 だ し ( 笑 ) 後 、 アサ クリ の ジェイコブ と エヴィー と 同じ とか ラッキー < URL >,0
みなさま 、 おはん とげ つ よう び の 京都 は ? 朝 から もう 暑い 今日 は # ジェラート の 日 暑い し 、 冷たい ジェラート 食べ たい … (*´ ч ｀*) 週末 、 USJ の ワンピース ・ プレミアショー を 観 て 、 麦わらの一味 に 会っ て き まし た ? みん … < URL >,0
えぴばんいちぶ(T_T)＼(^ー^)ディズニーのお土産出して喜んでてかあちいだったみそと連番たのちいなぁにぶもたのしむぞー??<URL>,1
「ＵＦＪ」と「ＵＳＪ」を言い間違えたりしない。だって普通「ユニバ」やん。,1
WAS ッ ?♀ ダイシ で のんびり ? このみちゃん りん の ちゃん も 途中 から 楽し すぎ た ョ りん の ちゃん このみちゃん ユニバ 行こ う ネ !!★ みんな Thx < URL >,0
けど 映像 の 質 と 音楽 は 良かっ た 。 実写 シーン とか 出撃 後 の 荒れ た 市街地 の リアル さ 、 綺麗 さ は すごかっ た 。 出撃 と USJ 戦 の 曲 も かっこよく て 好き 、 コラボ で ヤシオリ作戦 やる より こっち の 方 が 断然 いい 。 あと 個人 的 な 意見 な んで 不快 に 思っ た 方 は ご め … < URL >,1
義実家よったらオモチャとＵＳＪのお土産のスヌーピー沢山頂いた？手作りのチャーム可愛いすぎる？＜ＵＲＬ＞,0
【 画像 】 乃木坂 の 与田祐希 ちゃん なんと ディズニーランド に 行っ た こと なかっ た ! < URL >,0
"ディズニー年間パスポートが初の値下げ。年パスを買うならいつがお得？
＜ＵＲＬ＞",0
エロゲーアンテナ : レゴランド さん 、 2月 以降 「 ほぼ 無休 」 で 営業 へ !「 休園日 が わかり にくい 」 と クレーム を 受け て い た 模様 < URL >,0
ええ ん … 沢山 沢山 ありがとう ござい まし た … 京都 めちゃくちゃ 楽しかっ た です … いただい た 絵 たち は 大切 に 保管 し ます 。 次回 は ハウステンボス だ !,0
加地 ひめ り ? ? ほんま 好き や で ﾞ U S J 楽しみ や 3枚 目 お気に入り # USJ # 楽しみ # お 泊まり # エミフル # おそ ろ # すき < URL >,0
ＵＳＪ楽しそう……,0
ピューロランドラッピング の 電車 に たまたま 乗っ て たら 「 サンリオピューロランド の 愉快 な キャラクター 達 と 皆様 を お送り し て き まし た 。 京王線 内 に 1本 しか ない 電車 です 皆さま とても ラッキー だっ た かも しれ ない です ね 。 そんな みなさん に いい こと あり ます よう に 」 的 な こと 言っ て た 素敵 !,1
"明日はユニバじゃ
おやすみ",0
ディズニーシーの雪だるまにジェラトーニも仲間入り？？？＜ＵＲＬ＞,0
ダッフィー＆フレンズの新プログラム「ダッフィーのサニーファン」東京ディズニーシーで初開催 － ディズニー特集 －ウレぴあ総研 ＜ＵＲＬ＞ ＜ＵＲＬ＞,0
今日 初 ユニバ 行っ た ん です けど 昼 から の 割 に は アトラクション 乗れ て ナイトパレード も 見れ て めちゃくちゃ 楽しかっ た です ! そして 今夜 泊まる 部屋 が 凄い 好み で … … ! 壁紙 に 本棚 が 書い て ある ん です !! 明日 の 大阪 観光 も 楽しみ … … ! < URL >,1
誰か明日ディズニーいこー,0
そういえば、日本のユニバのスパイダーマンの乗り物って、銃向けられたり一方的に攻撃されるの地獄すぎない？！トラウマレベルに辛いｗハリーポッターは大好きです,0
一旦ムラユニバックだ。,0
これ 系 の やつ やる と 大体 人懐っこい とか フレンドリー とか 出 て くる ww 人当たり が 良い フリ を し てる だけ の ネクラ です わ … そろそろ ディズニー 行き たい ( 脈絡 ???),0
【 画像 】 USJ 広報 さん 「 正直 ディズニー いい よ なあ ・ ・ ・ あ 、 仕事 し ない と 」 ツイッターポチー < URL > < URL >,0
T じ りん 先輩 は サンリオピューロランド に 住ん でる って 聞い た,0
写真 が 上手く 撮れ なく て ? 下手くそ だ から 。 動画 を ちょっと だけ 撮っ て き た 。 # USJ ファン < URL >,0
前からたくさんのカップルが手繋いでディズニー向かってるよ(),0
"英語勉強しといてよかったと思った。
何書いてあるかは理解した！（｀・ω・´）

ちゃんと見ないとただの文字…

香港グランドハイアットＶＩＰの説明書

＃香港＃グランドハイアット＃英語＃投資＃旅行＃ｆｆｆ＜ＵＲＬ＞",0
"！！！ついに明日最終日です！！！
貢献者上位にマグカッププレゼント
全員で１位目指していこう。今一位。
日曜日はサンリオピューロランドで
ライブです 夢の国やっふー！
＜ＵＲＬ＞",0
東京コミコン、セバスタキャンセルになったから行くのやめてディズニークリスマスに行こうかな,1
積極的に動物に近づかなくても生まれ持ったディズニープリンセスの能力があるから動物の方からよってくる。,0
結果 「 愛 を 持っ て いじり 倒す 」 なのは 私 は メチャメチャ 笑っ ちゃっ た けど 、 ディズニー くん は こういう 風 に プリンセス が 好き な の ね ! 私 も プリンセス の こと 好き で い て いい の ね ! という 安心感 は 得 まし た,0
私 は 絵 も 書け ない し 拡散 力 も ない から 毎回 ディズニー について こ ー ゆう こと やめ て ね ? って 書い て も 目 に とまる こと も ない し 目 に 止め て も くれ ない だ から 勇気をだして 批判 さ れ て も 書い た この 方 は すごい と 思う !,1
昨日 この 時期 の 夜 の ドイツ村 で 、 息子 と 2人 ケータイ も 財布 も 持た ず 迷子 に なる という 貴重 な 体験 を し て き まし た 。,0
コンラッド東京のアフタヌーンティーに行きたい…,0
我が家 で サンリオ が 流行ら なかっ た 敗因 は 、 小さい 頃 に サンリオピューロランド に 行っ て なかっ た から の よう だ,0
え、誰か朝からサンリオピューロランド行くオタクおらんの,0
レゴランド行ってきた結果ｗｗｗｗ（画像あり）＜ＵＲＬ＞,0
ユニバ,0
こっちでも！渾身のハウステンボス写真！ ＜ＵＲＬ＞,0
"【上海ディズニー】
妹たちいわく、
以下３つのアトラクションが、
プロジェクションマッピングや最新の技術を駆使してるらしい

・カリブの海賊
・ＴＲＯＮ
・ソアリン",0
関東来すぎてもうなんかユニバ行こか～、くらいの感覚で来てる,1
"あんちゃんがゲストで沼津に来るときの沼津市長 ＃大人のキッザニア
これだろ！ｗｗｗ",0
365日 ステッカー の お知らせ 1月25日 ( 金 ) JUMP SHOP ユニバーサル・シティウォーク大阪 店 本日 の 入店 人数 確認 券 50枚 の 配布 は 終了 致し まし た 。 ありがとう ござい まし た ! なお 、 当日 の 「 後日 お 渡し サービス 」 の 受付 は 行っ て おり ませ ん 。,0
7 ルール て 番組 好き な ん だ よ な 今回 はめ ちゃ 泣い た し ピューロランド すげ え 行き たく なっ た,1
"すべてのオンラインショッピングで
最大３０％のキャッシュバック！

更にＶＩＰ会員になるとディズニーランド、ＵＳＪチケットが
３０％ｏｆｆで買えたり、特典満載！！

知らないと損しますよ？
＃ディズニーランド＃ｄｕｂｌｉ＃ＵＳＪ＃…＜ＵＲＬ＞",0
"ディズニー実写映画『ダンボ』、ポスター旭日旗論争…ネットユーザーの間で炎上 ｜ Ｊｏｏｎｇａｎｇ Ｉｌｂｏ ｜ 中央日報 ＜ＵＲＬ＞
じゃ韓国だけ上映ナシで？",0
うち の 父親 いか つめ の 顔 しとる け 、 中学 とき とか 参観 日 とか 来 られ たら 恥ずかしく て たまら ん かっ た ん じゃ けど 、 今 仕事場 行く の に 定期入れ で うち が 小学生 の とき に 買っ て もらっ た キッザニア の サイフ 使っ てる の めっちゃ 推せる,1
【 イベ 中 】 しら は せ が SHOWROOM する ん だって 配信中 !! ユニバ 、 ディズニー 、 TWICE 、 ハロプロ 、 サッカー 、 NFL 、 ラジオ 、 ゲーム 、 色んな こと 話し ましょ う 。 ルーム フォロー お願い し ます 。 < URL >,0
俺 が LEGO で 遊ん で 育っ て ない から 興味 ない けど 、 人気 ない ん だ レゴランド 3歳 の 息子 は おお はしゃぎ : レゴランド って そんなに ひどい の ? 家族 を 連れ て 行っ て み た ( 7 / 7 ) ー ITmedia ビジネス オンライン < URL >,1
ハロウィンライブ ありがとう こざ い まし た 今日 は スティッチ だ 来年 は 何 やろ う か な ? もう 、 考えよ ? っと 、 今日 も 楽しかっ た ? # アミ ステ # ハロウィン # スティッチ # 新大久保 # ディズニー ペア 今月 も 色んな 人 が 出会っ て … < URL >,0
幸せ な 時間 リッツカールトン 大阪 に ?♀… いちご ビュッフェ MANOLO BLAHNIK の コラボ アフタヌーンティー ? それ は それ は 、 食べる 食べる 。 よく 食べ まし た (・∀・) 食べ て いる 時 が 1番 幸せ です ?…< URL >,1
"天使も悪魔もエルフもドワーフもケモ耳尻尾もディズニー系人魚も全部人外じゃないからね？それは亜人だからね？
ころし愛もケンカップルではないよ？恋愛や性的興奮で片付けないでね？
逆アナルも普通の女の子がガッシリ成人男性を掘ってよ？女の子側の希望でね？",0
"あぁ、楽しみ。
ハワイアンズ？？",0
ディズニーシー の 閉園 アナウンス これ 聞い たら 絶対 もう 1回 行き たく なる よ ね ? 最後 に 「 Good Night 」 って 言う の が まさに 夢 と 魔法 の 国 ?? # ディズニー # ディズニーシー ?? < URL >,1
"トイマニすら９０分待ちのディズニー
土曜日なのに空きすぎやない？",0
サニーゴ 欲しい ? ハワイアンズ に 行っ て も 楽しい けど 、 本物 の ハワイ の 世界 を 身体 中 に 感じ て 、 サニーゴ の 感動 を 味わい たい 。 待っ て て サニーゴ ? # 海外 限定 ポケモン を 捕まえ に 行こ う,0
ディズニー 行き たい ! で も 、 1人 は 寂しい | ω ・ ｀),0
ＵＳＪに行きたくなる魔法にかかった．．．,0
という わけ で 土日 は ベーカー 街 と CBC カフェ 、 ディズニー の パイレーツ サマー 行っ て き た ぞ ! クソ 暑かっ た けど メチャクチャ 楽しかっ た ??? みんな ありがと ! < URL >,0
3色 揃え た の 。 可愛い 。 もう 1 ヶ月 し たら 姫 が 仲間 に 入る の 。 楽しみ 。 # ldc ハロ クリ # レゴランドディスカバリーセンター東京 # 4歳 男児 # 5歳 男児 # 0歳 男児 # レゴ < URL >,1
ハワイアンズ めっちゃ 人 おる w,0
あれ？そさんの画像欄漁ってて気付いたけどすたふ。ら組ディズニーよく見たら私行ったお店と同じね？お高いところ選びますなぁ？！,1
そろそろディズニーランドとシーとＵＳＪ行きたいってなってる,0
地震 こわい なぁ (´ ・ _ ・ ｀) ユニバ とか 京セラドーム とか この 前 行っ た とこ だ から なんか ショック 、 これ 以上 被害 増え ませ ん よ うに。 。,0
1月27日「名探偵コナンエスケープ」体験しに行きます楽しみ?#ユニバ#usj#usjファン<url>,0
絶対に、ユニバに行ってみせる!!!!,0
正直これだけは言わせて欲しい。お金がないからルーター買えないって言ってたくせにＵＳＪなんでいけるんだよ。普通ＵＳＪなんてお金ないなら行けないだろ。,0
35周年パッケージで登場!東京ディズニーランド「ビレッジペイストリー」クール・ティポトルタ販売中☆詳しくは→<URL><URL>,0
"【交換希望】あんスタ サンリオ ピューロ コースター

（譲） ２ｗｉｎｋ

（求） Ｋｎｉｇｈｔｓ

現在ピューロランドに居ます。
検索からでもお気軽にお声かけお願い致します。 ＜ＵＲＬ＞",1
お久しぶり です !! 前回 の 体重 71.9kg 2月1日 今日 の 体重 70.1kg ( ー 1.8kg ) 60kg 代 まで あと 少し !! あと 少し !!! バイト ある し ? って サボり 気味 すぎ た 、 3月 は いよいよ ディズニー だ !!!! ディズニー まで に は 6 …< URL >,0
マツコの知らない世界 の ディズニーシー 特集 すごい おもしろかっ た 。 なぜ そう なっ た の か 、 どういう 背景 が あっ た の か を 知る の が 好きだ から もっと 聞き たい くらい だっ た 。,1
# こうして 私 は ソフィア に ハマっ た 憧れ だっ た ディズニーチャンネル を 導入 し て Dch しか 見 ない 生活 に 突入 ( 笑 ) その 中 で ソフィア ちゃん は 可愛く て 健気 で アンバー たち も 良い キャラ し て い て 、 チェック し て いく よう に 。 そして 「 セドリック さ … < URL >,1
ファンタビみにきたらピューロランド来ちゃった ＜ＵＲＬ＞,0
お昼ご飯食べるためだけにディズニーとかユニバに行ったりするのもいいな（,0
"ディズニーシー行ったことないんだけどさ、シーはいったらまずどのアトラクション行けばいいと思います？知ってるのクラッシュと話すやつしかわかんない～
なんかおすすめのアトラクション教えてください！！！

（明日行きます）",1
"金曜ディズニー「ランド」だぁ
「シー」が良かったのにな？…

まーランドでも楽しいのあるし…うん、楽しみ。",1
横領 女 なんて どう でも いい 。 ディズニー とか ミッキー とか 別 に 関与 し て ない ん だ から 名前 を 出さ ない で 欲しい ?♂ 悪 目立ち し てる みたい で 嫌 だ 。,1
【 ウォルト・ディズニー 】 私 は 怖い と 思っ た こと が ない 。 何 が 起き て も 、 なんとかなる 、 と 思え て なら なかっ た 。 < URL >,0
大阪 一 日 目 は ライビュ さよなら し て ユニバ 楽 しも ＼ (^o^)/ ナイト パレード 楽しむ よ ＼ (^o^)/ 二 日 目 現地 はっちゃけ よ ＼ (^o^)/,0
意外と 18日 まで 、 あと 4日 か !! 早い ー 。 そして 、 ホント の ホント に 今年 の ツアー が 終わる ー あー 、 USJ に も 早く 行き たい ????,0
"ネジきゅっ！なりきり時計職人　＃キッザニア ＃キッザニア甲子園 ＃毎日新聞 
＜ＵＲＬ＞",0
永遠 に 騙さ れ 続け て い たかっ た 大丈夫 な ふり を する の は 本当に 疲れる 心 が ボロボロ に なる と 昔 の 記憶 が 蘇る はぁ ー 雪音 と ゆっ くん といった ディズニー 楽し すぎ て 辛い,1
"．
地元っ子 ＃久しぶり のＵＳＪ
＃ハリドリ ７回くらい乗った（笑）
＃ｎｉｇｈｔ… ＜ＵＲＬ＞",0
結婚式の二次会でディズニーのペアチケット当たったら、新郎新婦にビールかけてもいい権利ください,1
小さい 枠 で 見 て も 可愛い って 、 どー ゆ ー こと ? あいにゃん 載っ てる なら I ? LOVE 東京ディズニーリゾート 買わ なきゃ !!! ※ ちなみに 、 あいにゃん に 先 に 気づい た の は しょ ー ちゃん でし た ( 笑 ) に ゃん ヲタ として 悔しい わ www … < URL >,1
# もしも キッザニア に 行け た なら ずっと あこがれ て い た パイロット に なり たい です 。 本気 で パイロット に なり たい と 思っ て い た の です が 、 「 女 だ から … 」 と 周囲 に 猛 反対 さ れ 、 夢 を 諦め まし た 。 かっこいい 女性 パイロット に なっ て みたい です 。,0
久々のユニバ楽しかった引きこもりには日光と歩くってゆう試練との戦いだったけどブルーにも会えたし結構乗ったし楽しかったミニオンとの自撮り載せとく?<url>,1
中学生 の 頃 、 バレンタイン の 日 に 好き な 男 の から チョコレート を 貰い まし た 。 嬉しく て 、 恥ずかしく て 、 「 うん ・ ・ 。 」 しか 言え なかっ た 私 。 あの 「 うん 」 に は たくさん の 意味 が 詰まっ て い た ん だ けど な 、 気づい て もらえ た の か な ? # わたし の バレンタイン ・ ホワイトデー # キッザニア 甲子園,1
サンリオキャラクター大賞 始まっ た らしい ので 毎日 サム くん に しか 投票 し ませ ん 。 そして 発表 まで ピューロランド 行き まくっ て サム くん に 会い たい です 。 ( この 子 滅多 に 出 て こ ない から ),1
"ディズニー の 名曲 を 簡単 に 弾ける ! 光り輝く “ バイオリン 玩具 "" 登場 『 アナと雪の女王 』 や 『 美女と野獣 』 の 楽曲 など 全 15曲 を 演奏 7月14日 より 店頭 予約 を 順次 開始 ! < URL > < URL >",0
ディズニーたのちいな＜ＵＲＬ＞,0
なんか 辛い の か 悲しい の か 諦め が つい た の か … とにかく 荒れ すぎ て こんな 時間 に ハーゲンダッツ の アイス 食べ まくっ た わ … まぁ なんだかんだ 言っ て も また ディズニー 行く けど さ … < URL >,0
いい な ???? こんな 空い てる ディズニー とか 。 。 。 連休 初日 の ディズニーランド … 空い てる ? < URL >,0
とき レス ピューロランド くじ 交換 希望 譲 → 写真 の 物 求 → B 賞 シナモン 又は 定価 シナモン の 場合 複数 提供 可能 です 。 どうしても 出 なく て 探し て い ます 。 難しい と は 思い ます が 交換 可能 な 方 い まし たら 、 検索 から でも 構わ ない ので ご 連 … < URL >,0
ユニバ の ハリポタワールド の グッズ 調べ た けど なかなか なお 値段 する みたい だ けど 、 やっぱ オリバンダー で 杖 は 買い たい ね 他 にも 忍び の 地図 とか ! ディズニー より 遠い から いつ 行ける か …,1
おはようございます?!これから朝ごはん食べて家で寝ます。朝ごはん?は軽くします!夕方までには、ユニバーへgo!ヴィッセルのの為今日は、試合観戦!燃える今日は、ルヴァンカップ頑張ります!まずは、朝ごはん!,0
"たのしみすぎてな
何回もディズニー行く夢みたもん",0
今日 も 楽しかっ た 。 かわいい お 洋服 たくさん 買っ た から お出かけ する の が 楽しみ ピューロランド 行き たい 。 誰 か 、 行こ う < URL >,1
今年 は ももちゃん と 2人 で ユニバ で も 温泉 でも 行き たい 所 に たくさん 行け ます よう に …。 # HappyNAYEONDay < URL >,0
大阪来たのでＵＳＪ前に行ってきた ＜ＵＲＬ＞,0
大人 の キッザニア めちゃくちゃ 行き てぇ !!!!!!!!!! って 思っ た けど よく 良く 考えれ ば 休日 まで 仕事 し たく ない なっ て 思っ た から 早め に 死に ます,0
